Customer_ID,Age,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Target_Churn,Gender_Male,Gender_Other,Promotion_Response_Responded,Promotion_Response_Unsubscribed
-1.7303196219213355,1.2296280895906782,-1.2649733305531745,0.2837730765194468,-0.8542395386542667,-0.9623783743005141,1.2820496688008525,-0.902114426268564,-1.379443881505495,0.018689449389334284,-0.5164889746480416,True,True,0.0,1.0,1.0,0.0
-1.7268555185741457,1.4265471238495815,-0.6144336203261903,1.3789242065500007,0.5914800105807942,0.9654629203719899,-1.6733587787648123,-0.902114426268564,0.047075127290259956,0.018689449389334284,0.4227561453279853,False,False,1.0,0.0,1.0,0.0
-1.7233914152269558,-1.6585177462065699,-1.5671448606818899,-1.5597494448581424,0.5914800105807942,0.7551529609531713,-1.4838532428951459,0.13400474632167025,0.047075127290259956,-0.7001355271235282,0.9594676424571434,False,True,1.0,0.0,1.0,0.0
-1.719927311879766,-1.4615987119476666,-0.6121616539342453,1.4085778714921122,-1.215669425963032,-0.5768101153660133,0.9941905540542035,0.13400474632167025,0.7603346316881375,1.4563394024150593,0.4131720114506789,True,True,0.0,1.0,0.0,0.0
-1.7164632085325762,-1.4615987119476666,-0.6494597688686794,0.10839592573013439,0.9529098978895595,-0.22629351633464895,-1.1363921336965463,-0.5567413687384859,-1.379443881505495,1.4563394024150593,0.5665181534875812,False,False,0.0,1.0,0.0,1.0
-1.7129991051853863,0.9014296991591727,1.4856206479618501,-1.686865544345935,1.67576967250709,1.2458761995970815,1.0349997447318913,0.13400474632167025,-0.6661843771076176,0.7375144259021968,-0.5069048407707352,False,False,1.0,0.0,0.0,1.0
-1.7095350018381965,-1.06776064342986,1.1391457731902024,-0.5482039619359792,-1.215669425963032,0.9654629203719899,0.3381570938322128,-1.5928605413287202,0.7603346316881375,-1.4189605036363908,-1.1682100783048766,True,False,1.0,0.0,0.0,1.0
-1.7060708984910065,-0.41136386256684915,-0.4366522501564761,0.7655865795609558,-1.0349544823086494,1.3159795194033543,-1.394141610279321,-0.5567413687384859,1.4735941360860147,0.018689449389334284,0.39400374369606606,False,False,0.0,1.0,0.0,0.0
-1.7026067951438166,-0.280084506394247,-1.6566982026310646,-0.050792833883070806,-1.5770993132717972,-0.9974300342036506,-0.638382833678577,1.5154969764419826,0.047075127290259956,0.7375144259021968,-0.5452413762799607,True,True,0.0,1.0,1.0,0.0
-1.6991426917966268,1.6234661581084848,1.0910558178940286,1.6509213383601742,1.3143397851983247,-0.5417584554628769,1.4698405327933053,0.47937780385174833,-0.6661843771076176,-0.7001355271235282,-0.11395535180117292,True,False,0.0,1.0,0.0,1.0
-1.695678588449437,0.7045106649002695,0.5100004131540362,-0.278587373073534,0.9529098978895595,-0.5768101153660133,-1.168216443737634,1.5154969764419826,-0.6661843771076176,-0.7001355271235282,-0.8711019281083782,True,False,1.0,0.0,1.0,0.0
-1.6922144851022471,-0.14880515022164478,-1.221805969106215,-0.610727296977192,-1.0349544823086494,-1.3829982931381515,-0.372402932085176,-1.5928605413287202,-1.379443881505495,-0.7001355271235282,0.2885782710456957,False,True,0.0,0.0,1.0,0.0
-1.6887503817550573,-1.2646796776887634,1.6533674999004726,1.1024456414667179,-1.5770993132717972,0.3695847020186705,-0.7290546825456415,-0.902114426268564,-0.6661843771076176,1.4563394024150593,0.8923787053159987,False,False,0.0,1.0,0.0,0.0
-1.6852862784078675,-0.08316547213534368,-1.399587339275929,0.15502800050648322,0.4107650669264117,-1.59330825255697,-0.04846712104194948,0.13400474632167025,1.4735941360860147,-0.7001355271235282,0.27899413716838933,False,True,0.0,0.0,0.0,0.0
-1.6818221750606774,-0.08316547213534368,1.2139313335917332,0.6202126594916886,1.3143397851983247,0.5097913416312162,-0.30196421136923424,0.47937780385174833,-1.379443881505495,-1.4189605036363908,-0.5548255101572671,False,True,0.0,0.0,0.0,0.0
-1.6783580717134876,-0.8708416091709568,-0.7382557886872054,1.047179291975408,-0.13137976403673624,0.4747396817280798,1.3699094557892864,0.13400474632167025,-1.379443881505495,0.018689449389334284,1.1607344538805777,False,False,1.0,0.0,0.0,1.0
-1.6748939683662978,-1.5928780681202688,-0.25754556625812725,0.5824945120526478,0.0493351796176464,-1.4180499530412878,1.0145608559555033,0.8247508613818264,0.7603346316881375,-0.7001355271235282,0.8732104375613858,True,True,1.0,0.0,1.0,0.0
-1.671429865019108,0.8357900210728716,0.969694946457621,-0.2792900002871807,-1.215669425963032,-0.7170167549785591,0.18870629301425995,0.8247508613818264,-1.379443881505495,0.018689449389334284,0.1352321290087934,True,False,0.0,0.0,0.0,1.0
-1.6679657616719181,0.9014296991591727,0.5677462256159772,-1.3092331301019917,0.9529098978895595,-1.2427916535256056,-0.6398917449305251,0.8247508613818264,0.7603346316881375,0.7375144259021968,-1.7145057093113412,False,False,1.0,0.0,1.0,0.0
-1.6645016583247283,-0.14880515022164478,1.4551384322032515,0.26695197128527953,0.23005012327202903,1.3510311793064909,0.7625040900050782,1.1701239189119046,1.4735941360860147,1.4563394024150593,-1.206546613814102,True,True,0.0,1.0,0.0,1.0
-1.6610375549775385,1.3609074457632804,0.37576506549660554,1.3646339575480733,-0.8542395386542667,0.7902046208563077,0.2196389736791964,-1.247487483798642,-0.6661843771076176,-0.7001355271235282,1.3428329975493993,True,True,0.0,1.0,1.0,0.0
-1.6575734516303484,-0.08316547213534368,-1.4077285521803997,-0.29145139370149237,0.0493351796176464,-1.2778433134287421,-1.2158157350490884,-1.5928605413287202,1.4735941360860147,-1.4189605036363908,0.15440039676340617,False,False,0.0,0.0,1.0,0.0
-1.6541093482831586,-0.5426432187394513,1.2726237987169848,1.4106333182663624,0.7721949542351769,-1.6283599124601065,-0.7131425275250977,1.1701239189119046,-1.379443881505495,-0.7001355271235282,0.09689559349956779,True,True,0.0,0.0,1.0,0.0
-1.6506452449359688,0.7701503429865705,0.8801416045084463,0.001446275971334096,0.4107650669264117,1.0005145802751263,0.14817144983692648,-0.902114426268564,-0.6661843771076176,-0.7001355271235282,1.3428329975493993,False,True,0.0,1.0,0.0,1.0
-1.647181141588779,-0.01752579404904259,0.6849418253338185,0.40743197046347557,-0.13137976403673624,-0.8922750544942413,0.5905567941580808,0.8247508613818264,-0.6661843771076176,0.7375144259021968,-0.6123303134211056,True,True,0.0,1.0,0.0,1.0
-1.643717038241589,-0.8052019310846557,-1.558056995114109,1.1416109912264043,-0.6735245949998842,0.3695847020186705,-0.684678974363349,0.13400474632167025,0.047075127290259956,-1.4189605036363908,-1.4173975591148429,True,False,0.0,0.0,0.0,1.0
-1.6402529348943993,-1.1334003215161612,-0.3908342612522475,0.21278675399446045,-0.13137976403673624,0.8603079406625807,1.2972073681954222,-0.902114426268564,1.4735941360860147,-0.7001355271235282,1.6207728799912848,True,True,0.0,1.0,0.0,1.0
-1.6367888315472092,-1.06776064342986,-1.1704973947547852,-1.4262957178164126,-1.215669425963032,1.0706179000813993,-0.3899611721078451,1.1701239189119046,0.7603346316881375,-1.4189605036363908,1.285328194285561,False,False,1.0,0.0,0.0,1.0
-1.6333247282000194,-0.34572418448054804,1.0598162800047817,1.6537633081347751,0.5914800105807942,-1.3128949733318784,-1.2605343776068236,1.5154969764419826,1.4735941360860147,1.4563394024150593,-0.5260731085253479,False,True,1.0,0.0,0.0,0.0
-1.6298606248528296,1.689105836194786,0.6463183966707498,-0.890303014852967,-0.4928096513455015,-1.3829982931381515,-1.0481894123326696,0.47937780385174833,1.4735941360860147,-1.4189605036363908,-1.4557340946240684,False,False,0.0,0.0,0.0,1.0
-1.6263965215056397,-0.6082828968257524,1.2682691964657562,0.7177310245618391,1.3143397851983247,0.4747396817280798,-1.0937310973914676,0.8247508613818264,-0.6661843771076176,0.7375144259021968,0.8732104375613858,False,True,1.0,0.0,0.0,0.0
-1.62293241815845,1.689105836194786,1.5528329870568962,0.006930963027112932,1.4950547288527074,0.5798946614374891,-0.9761046066146024,0.13400474632167025,1.4735941360860147,-1.4189605036363908,1.362001265304012,True,True,0.0,0.0,1.0,0.0
-1.61946831481126,-1.3303193557750645,0.8990746577746564,-0.08422530488464493,-1.0349544823086494,1.4561861590159,-0.4724025959642835,-1.247487483798642,1.4735941360860147,-1.4189605036363908,0.09689559349956779,False,True,1.0,0.0,0.0,0.0
-1.6160042114640703,-0.6739225749120535,1.6471195923226236,-0.8969098080559129,-0.8542395386542667,-1.3128949733318784,-0.1992896593616733,0.13400474632167025,1.4735941360860147,1.4563394024150593,0.6719436261379516,True,True,1.0,0.0,0.0,1.0
-1.6125401081168802,1.4265471238495815,0.35399205424046365,0.7580324630998097,0.23005012327202903,1.6314444585315822,0.060654597223935416,-0.21136831120840782,0.047075127290259956,1.4563394024150593,0.12564799513148697,False,True,0.0,0.0,1.0,0.0
-1.6090760047696904,-1.6585177462065699,-1.6146668243800777,-1.350789509782744,1.4950547288527074,-0.015983556915830324,1.3906226920660287,-0.902114426268564,-0.6661843771076176,0.018689449389334284,0.04897492411303581,False,True,0.0,1.0,0.0,1.0
-1.6056119014225005,-0.47700354065315026,-1.6924816733042016,1.6865490824471718,1.67576967250709,0.33453304211553403,0.15365839984401028,-0.902114426268564,0.7603346316881375,-1.4189605036363908,-0.7752605893353143,False,True,0.0,0.0,1.0,0.0
-1.6021477980753107,0.6388709868139684,-0.5752422000651352,1.1844712512588493,-0.8542395386542667,0.9304112604688535,-1.1580655862245284,-0.902114426268564,-1.379443881505495,-0.7001355271235282,0.3173306726776149,True,False,0.0,0.0,0.0,0.0
-1.5986836947281209,-0.08316547213534368,1.0651175349193205,0.10866159572136404,1.1336248415439423,-1.663411572363243,-0.23152549065329223,0.47937780385174833,-0.6661843771076176,1.4563394024150593,0.7390325632790963,True,False,0.0,1.0,0.0,1.0
-1.595219591380931,1.5578264800221837,1.2105233840038152,-0.27186522316387,1.4950547288527074,0.8252562807594442,-1.194485216896549,-1.247487483798642,0.047075127290259956,1.4563394024150593,1.697445951009736,True,False,1.0,0.0,1.0,0.0
-1.5917554880337412,1.689105836194786,1.5333319421926996,-0.7497461112036254,0.7721949542351769,-0.8221717346879684,1.3000880169491413,-0.5567413687384859,0.7603346316881375,0.7375144259021968,0.7677849649110156,True,False,0.0,0.0,0.0,1.0
-1.5882913846865512,0.24503291829616178,-1.519244235918378,-0.005254899991654008,1.3143397851983247,-0.6469134351722862,-1.1959941281484971,1.5154969764419826,-1.379443881505495,-1.4189605036363908,0.18315279839532536,True,True,0.0,0.0,1.0,0.0
-1.5848272813393613,-0.41136386256684915,-1.589296533003356,1.3022854053958273,-0.13137976403673624,-0.5417584554628769,0.2900776943951386,0.47937780385174833,-0.6661843771076176,-1.4189605036363908,0.8636263036840794,False,False,0.0,0.0,1.0,0.0
-1.5813631779921715,-0.41136386256684915,1.37126500623394,-0.7894008530524188,0.7721949542351769,1.3510311793064909,0.1805444548787224,0.8247508613818264,-1.379443881505495,-1.4189605036363908,-0.5931620456664928,False,True,1.0,0.0,0.0,0.0
